348,40.59,59
349,50,59
350,27.98,78
351,425,35
352,1250,56
353,1250,54
354,1250,39
355,1250,61
356,1250,76
357,1250,65
358,1250,65
359,1250,76
360,1250,83
361,1250,50
362,1250,81
363,1250,60
364,1250,44
365,1250,69
366,499,46
367,399,43
368,30,62
369,59,34
370,21.99,82
371,39.15,78
372,350,75
373,105,65
374,29.65,78
375,89.38,81
376,62.95,59
377,62.45,86
378,55.95,72
379,47.56,67
380,44.76,60
381,22.82,79
382,22.68,61
383,210.31,59
384,19,67
385,40,36
386,7.99,77
387,56.99,52
388,70,49
389,142.2,74
390,39.12,80
391,39.99,66
392,35.34,69
393,39.66,68
394,35.99,56
395,31.33,54
396,30.93,35
397,28.07,79
398,24.99,47
399,120,81
400,71.99,68
401,40,34
402,24.99,58
403,15.99,56
404,100,53
405,18.99,55
406,88,42
407,34.99,78
408,57.99,46
409,28.96,41
410,44.95,53
411,550,68
412,55.99,66
413,54.98,63
414,46.99,55
415,44.99,55
416,49.99,38
417,23.99,57
418,60,59
419,12.99,60
420,38.95,77
421,68,73
422,17.99,70
423,49,62
424,210,62
425,199.99,62
426,199.99,66
427,199.99,79
428,34.99,41
429,29.99,48
430,100,74
431,26.98,53
432,16.99,58
433,15.99,41
434,62,84
435,13.99,37
436,225,43
437,119.99,70
438,195,48
439,49.99,81
440,42.99,74
441,39.99,72
442,39.94,36
443,75,72
444,71.27,74
445,50,76
446,41.98,41
447,26.99,44
448,24.99,59
449,23.99,83
450,11.99,76
451,119.95,59
452,119.95,36
453,119.95,65
454,119.95,74
455,55.25,61
456,40,34
457,12.99,51
458,32.99,63
459,31.28,63
460,29.29,37
461,27.78,50
462,26.56,85
463,25.7,39
464,25.34,55
465,24.65,81
466,24.59,64
467,21.99,49
468,19.99,71
469,280,75
470,280,48
471,88.99,62
472,76.99,78
473,114.15,53
474,89,55
475,34.99,60
476,79,82
477,54.98,51
478,42.99,78
479,48,47
480,45.35,81
481,44.9,72
482,33.45,57
483,33.44,31
484,59,59
485,9.99,41
486,224.95,42
487,112.99,43
488,99.99,55
489,19.95,69
490,11.99,37
491,54.99,38
492,80,57
493,19.99,48
494,98.13,73
495,39,41
496,79,58
497,29.99,40
498,24.99,41
499,230,51
500,123.99,64
501,54.99,48
502,32.85,45
503,32.72,50
504,275,69
505,13.99,67
506,290,59
507,56.99,43
508,69.95,34
509,61.99,81
510,51.19,42
511,49.99,59
512,49.99,78
513,69.99,38
514,150.95,61
515,139.99,40
516,137.99,42
517,133.95,39
518,113.95,80
519,125.99,68
520,124.49,54
521,89.95,84
522,75.99,74
523,59.95,51
524,59.95,43
525,70,83
526,44.99,47
527,45,32
528,5.99,65
529,99,80
530,42.99,43
531,32.2,39
532,31,47
533,29.99,68
534,29.95,47
535,29.95,77
536,28.49,62
537,118.99,76
538,85.57,52
539,48.7,71
540,86.49,41
541,88,30
542,15.1,47
543,14.94,69
544,21.99,50
545,274.95,51
546,85,41
547,3.99,76
548,2.99,34
549,69.98,69
550,35.98,77
551,21.99,66
552,15.99,69
553,64.99,74
554,40,60
555,16.99,49
556,100,70
557,59.99,45
558,60,71
559,14.99,48
560,77.46,67
561,134.59,57
562,59,38
563,33.54,61
564,32.59,55
565,25.98,51
566,49,80
567,6.99,49
568,55,36
569,54.95,54
570,42.97,49
571,40.97,45
572,26.99,55
573,55,74
574,13.99,59
575,11.99,44
576,6.99,37
577,59,76
578,59,70
579,5.99,63
580,89.95,86
581,32.99,76
582,249,53
583,61.99,40
584,40,57
585,8.99,44
586,325,47
587,129.99,49
588,106.54,75
589,39.95,37
590,210,47
591,159.95,48
592,152.99,62
593,92.96,50
594,89,80
595,24.99,58
596,49,63
597,28.59,76
598,18.99,61
599,28.59,58
600,41.99,72
601,38.99,35
602,31.19,38
603,39,66
604,7.99,50
605,41.99,80
606,36.59,73
607,69,41
608,3.99,58
609,2.99,44
610,26.99,63
611,11.99,70
612,78.95,40
613,78.95,74
614,39.96,78
615,41,78
616,16.96,84
617,130,34
618,32.92,87
619,69,59
620,66.98,85
621,40,79
622,13.99,63
623,7.99,59
624,4.99,77
625,194.95,80
626,194.95,62
627,194.95,40
628,194.95,52
629,194.95,52
630,194.95,37
631,194.95,55
632,194.95,73
633,194.95,33
634,194.95,72
635,194.95,40
636,194.95,52
637,194.95,50
638,194.95,68
639,194.95,32
640,194.95,39
641,194.95,52
642,21.99,69
643,19.99,54
644,36.99,39
645,30.39,59
646,30.39,45
647,29.59,74
648,29.59,44
649,29.59,78
650,29.59,67
651,29.59,51
652,29.59,86
653,29.59,72
654,29.59,75
655,29.59,83
656,27.35,31
657,29.99,88
658,19.5,61
659,70,60
660,19.71,41
661,84.95,82
662,100,80
663,64.99,65
664,59.99,73
665,44.04,42
666,32.52,62
667,50,65
668,18.99,77
669,37.95,44
670,37.95,64
671,37.95,76
672,37.95,74
673,37.95,50
674,35.95,55
675,28.95,73
676,30,83
677,1.99,66
678,94.99,50
679,23.5,40
680,28.99,35
681,111.95,73
682,82.95,67
683,66.45,74
684,53.16,42
685,49.99,56
686,49.99,60
687,49.99,49
688,49.99,58
689,59.99,74
690,29.52,63
691,100,70
692,59.99,74
693,89,82
694,31.99,45
695,220,50
696,175.99,71
697,70.99,75
698,63.99,53
699,35.13,60
700,32.99,61
701,31.85,60
702,16.28,46
703,35,85
704,27.99,54
705,26.99,60
706,86.76,51
707,98.99,41
708,90,77
709,71.99,52
710,79,56
711,13.99,76
712,60,37
713,7.99,36
714,6.99,56
715,56.58,84
716,56.38,42
717,72.35,53
718,69.32,43
719,59.51,42
720,58.71,44
721,57.22,38
722,50.74,73
723,32.97,41
724,32.97,49
725,24,37
726,16,68
727,14,79
728,14,77
729,79,75
730,74.98,68
731,62.99,64
732,172.82,49
733,134.34,34
734,285,81
735,213.75,85
736,192.91,43
737,170.98,76
738,85,71
739,33.99,39
740,44.17,37
741,42.38,54
742,150,64
743,119.99,50
744,107.99,60
745,79,55
746,42.99,77
747,25.99,40
748,11.99,73
749,95,62
750,44,62
751,44,75
752,44,66
753,41.79,73
754,41.79,79
755,40.02,74
756,36,37
757,44.99,56
758,31.58,39
759,62,56
760,69,75
761,59.99,44
762,93,51
763,60,63
764,47.99,41
765,44.95,59
766,42.95,73
767,19.99,61
768,148,41
769,56.99,70
770,33.99,47
771,7.99,37
772,80.14,58
773,66.78,70
774,254.95,69
775,254.95,42
776,4.99,62
777,129,78
778,56.99,87
779,77.46,38
780,36.04,74
781,53.99,69
782,27.99,85
783,89.99,50
784,83.95,81
785,36.08,83
786,33.96,41
787,100,41
788,39.99,49
789,28.99,69
790,28.33,47
791,18.72,41
792,78.93,67
793,24.99,41
794,62,45
795,74.96,39
796,59.96,60
797,114.95,36
798,49.99,76
799,44.99,49
800,65.99,69
801,32.51,66
802,69,59
803,37.99,37
804,28.79,61
805,19.99,80
806,19.99,52
807,18.99,51
808,18.99,72
809,15.01,79
810,79,68
811,12.99,59
812,23.99,55
813,54.95,81
814,13.99,35
815,7.99,54
816,175,43
817,74.99,43
818,114.15,75
819,46.95,64
820,64.99,51
821,154.95,74
822,127.88,56
823,275,64
824,98.99,55
825,13.99,57
826,13.99,78
827,13.99,63
828,13.99,74
829,12.99,56
830,12.6,61
831,11.5,80
832,11.5,77
833,24,70
834,16.95,87
835,51.99,69
836,80,74
837,29,75
838,49.95,42
839,79,56
840,12.99,65
841,11.99,49
842,39.99,31
843,34.99,76
844,99,69
845,26.99,43
846,89,56
847,6.99,45
848,66,55
849,25.99,67
850,49.99,69
851,29.99,76
852,430,43
853,69.99,85
854,39,77
855,20.39,35
856,18.58,52
857,17.99,45
858,15.98,61
859,12.99,68
860,20,53
861,0.99,74
862,39.95,55
863,88,75
864,9.99,77
865,3.99,79
866,124.95,49
867,109.95,50
868,103.99,83
869,145,60
870,69.99,69
871,24.99,73
872,50,51
873,48.99,62
874,59,54
875,22.99,38
876,119.95,71
877,102.99,47
878,100.99,39
879,95,41
880,44.99,78
881,44,43
882,29.95,71
883,99.7,51
884,97.95,58
885,97.83,70
886,63.95,53
887,63.95,63
888,57.95,74
889,46.36,54
890,46.36,79
891,46.36,54
892,46.36,39
893,46.36,73
894,46.36,59
895,119.95,77
896,34.97,46
897,135,78
898,21.99,53
899,45,71
900,35.99,76
901,109.95,58
902,104.95,42
903,90,56
904,51.99,83
905,65.99,73
906,72,61
907,69,39
908,21.99,30
909,84.99,66
910,89,37
911,21.99,50
912,150,42
913,52.5,46
914,84,40
915,21.99,59
916,70.96,61
917,46.19,71
918,199,58
919,108.54,54
920,79,47
921,19.99,35
922,18.99,61
923,51.16,65
924,754.8,54
925,42.99,48
926,27.95,44
927,59,43
928,55.89,34
929,113.49,50
930,113.49,55
931,113.49,35
932,113.49,80
933,113.49,65
934,113.49,67
935,113.49,51
936,68.99,43
937,64.49,78
938,64.49,82
939,64.49,74
940,64.49,43
941,64.49,76
942,64.49,57
943,64.49,41
944,59.99,59
945,59.95,47
946,54.99,74
947,269,44
948,109,55
949,54.99,39
950,46.99,53
951,111.95,81
952,111.95,69
953,89.56,65
954,38.05,73
955,29,44
956,29,74
957,210,70
958,79.99,42
959,20,64
960,6.99,70
961,142.2,52
962,100,65
963,79.95,38
964,41.99,81
965,23.99,53
966,19.99,77
967,34.95,84
968,37.95,63
969,36.95,69
970,29.56,63
971,25.8,65
972,89,58
973,33.99,45
974,148,61
975,182,68
976,149.96,57
977,99.95,85
978,60,59
979,30.98,66
980,19.99,39
981,695,31
982,47.95,58
983,99,81
984,55.99,47
985,60,56
986,32.99,38
987,50,54
988,21.99,72
989,29.99,84
990,19.99,50
991,99,81
992,36.99,39
993,70,39
994,69.49,65
995,39.79,40
996,118,40
997,59,46
998,59,75
999,27.86,64
1000,27.21,60
1001,27.14,37
1002,60,86
1003,22.99,37
1004,107.89,37
1005,29.95,54
1006,29.95,84
1007,23.96,37
1008,260,61
1009,146.99,62
1010,35.99,74
1011,80,41
1012,48,38
1013,85,44
1014,46.99,51
1015,90,75
1016,9.99,50
1017,50,78
1018,25.99,40
1019,80,63
1020,35.98,76
1021,24.99,40
1022,495,61
1023,86.76,62
1024,105,47
1025,84.95,78
1026,44.98,71
1027,38.99,53
1028,34.99,44
1029,149,55
1030,35.99,64
1031,4270,30
1032,93.01,77
1033,86.36,40
1034,59,58
1035,41.98,71
1036,29.99,57
1037,5.99,38
1038,42.99,48
1039,21.3,57
1040,59,45
1041,10.19,54
1042,9.99,64
1043,7.99,34
1044,660,68
1045,69.65,64
1046,39.85,67
1047,32.68,64
1048,29.89,54
1049,24.88,81
1050,24.85,81
1051,22.97,69
1052,79,53
1053,41.99,56
1054,16.99,81
1055,90,43
1056,24.99,45
1057,119.99,86
1058,101.99,47
1059,53,73
1060,520,70
1061,28.99,79
1062,14.3,79
1063,79,46
1064,42.99,33
1065,26,41
1066,16.95,78
1067,57.9,63
1068,39.52,73
1069,37.82,84
1070,36.97,80
1071,35.69,65
1072,35.69,41
1073,35.27,77
1074,35.27,45
1075,34.84,82
1076,34.84,69
1077,34.42,56
1078,33.99,55
1079,33.99,50
1080,33.99,56
1081,33.99,44
1082,33.99,53
1083,33.99,43
1084,33.57,67
1085,32.99,49
1086,32.72,84
1087,31.44,48
1088,30.59,39
1089,30.59,33
1090,29.99,67
1091,28.04,66
1092,25.99,52
1093,89,66
1094,49.99,41
1095,33.39,42
1096,27.99,84
1097,26.99,63
1098,23.99,41
1099,21.99,64
1100,19.99,63
1101,50.45,84
1102,17.95,46
1103,110,79
1104,105,65
1105,70,40
1106,8.99,38
1107,65,73
1108,25.99,67
1109,8.99,80
1110,375,37
1111,79,57
1112,12.99,86
1113,78,48
1114,77,64
1115,62.7,60
1116,62.05,84
1117,59.99,36
1118,59.99,70
1119,57.48,57
1120,53,71
1121,175,77
1122,129.95,66
1123,129,49
1124,76.99,52
1125,100,63
1126,61.99,65
1127,38.98,74
1128,26.99,80
1129,9.99,58
1130,185,86
1131,139.99,49
1132,47,79
1133,37.98,61
1134,25.99,70
1135,20,80
1136,7.77,70
1137,98.78,57
1138,80,32
1139,35.98,39
1140,24.99,66
1141,23.99,56
1142,35.99,53
1143,90,74
1144,51.94,33
1145,39.95,53
1146,115,56
1147,90.98,66
1148,86.99,60
1149,29.99,79
1150,23.99,41
1151,21.99,79
1152,134.95,64
1153,58.39,75
1154,51.99,59
1155,45.49,47
1156,43.19,65
1157,42.39,47
1158,42.39,39
1159,42.39,69
1160,42.39,56
1161,42.39,73
1162,42.39,50
1163,42.39,40
1164,42.39,78
1165,42.39,72
1166,42.39,73
1167,42.39,56
1168,42.39,49
1169,42.39,67
1170,39.99,45
1171,37.99,65
1172,37.19,46
1173,36.79,53
1174,36.39,74
1175,50.99,49
1176,85,60
1177,16.99,71
1178,42.29,76
1179,42.29,42
1180,41.99,76
1181,37.79,77
1182,19.52,69
1183,17.17,51
1184,16.81,78
1185,129,44
1186,102.99,58
1187,55.77,48
1188,100,71
1189,79.99,78
1190,98.13,61
1191,69.98,83
1192,139,68
1193,35.99,82
1194,49,69
1195,16.99,69
1196,12.99,70
1197,88,63
1198,34.99,38
1199,7.99,61
1200,55,64
1201,25.98,49
1202,14.99,58
1203,49.95,57
1204,45.99,47
1205,35.99,82
1206,54.95,76
1207,99,61
1208,26.99,52
1209,19.99,74
1210,180,80
1211,143.99,34
1212,141.98,33
1213,136.99,58
1214,125,45
1215,124.95,86
1216,119.95,84
1217,99.99,46
1218,94.99,73
1219,71.99,42
1220,61.99,43
1221,54.99,52
1222,43.99,41
1223,68.95,54
1224,68.95,62
1225,68.95,85
1226,68.95,51
1227,68.95,36
1228,68.95,46
1229,68.95,62
1230,68.95,58
1231,68.95,62
1232,68.95,45
1233,68.95,49
1234,100,37
1235,100,52
1236,54.99,71
1237,21.99,55
1238,19.99,54
1239,15.99,84
1240,14.99,48
1241,11.99,57
1242,8.99,53
1243,119.9,65
1244,119.9,52
1245,119.9,64
1246,144.3,54
1247,79.95,71
1248,139.9,48
1249,119.95,43
1250,107.93,33
1251,107.17,50
1252,106.01,75
1253,995,75
1254,55.66,40
1255,50.69,60
1256,49.04,83
1257,42.24,79
1258,40.87,67
1259,70,65
1260,225,57
1261,146.98,44
1262,134.99,61
1263,26,55
1264,16.22,46
1265,79,78
1266,43.99,49
1267,37.98,41
1268,11.99,58
1269,44.99,54
1270,59.99,77
1271,29.69,65
1272,48,59
1273,43.99,49
1274,39,55
1275,33.98,87
1276,21.99,77
1277,7.99,48
1278,47.03,74
1279,46.28,83
1280,34.74,71
1281,34.18,76
1282,57.95,74
1283,33,65
1284,80,59
1285,22.99,53
1286,99.99,40
1287,41.99,53
1288,57,54
1289,38.95,59
1290,33.96,45
1291,34.95,81
1292,172,40
1293,29.99,65
1294,79,50
1295,23.99,37
1296,31.58,51
1297,23.98,76
1298,810,35
1299,301.99,35
1300,65,33
1301,39.99,65
1302,140.2,75
1303,39.99,63
1304,45,52
1305,22.99,40
1306,139,79
1307,75.99,70
1308,21.99,42
1309,89.95,46
1310,1295,69
1311,44.99,59
1312,28.61,41
1313,19.99,80
1314,19.71,75
1315,160.22,72
1316,69.95,40
1317,51,80
1318,32,53
1319,89,33
1320,35.99,57
1321,39.99,38
1322,69,45
1323,30.98,36
1324,18.99,44
1325,41.99,50
1326,27.3,67
1327,94,49
1328,22.99,57
1329,126.18,86
1330,49.99,41
1331,27.98,41
1332,25.1,79
1333,29.99,82
1334,77.46,55
1335,160,60
1336,53.84,74
1337,42.02,42
1338,42.01,37
1339,47.3,77
1340,45,82
1341,35.99,63
1342,100,49
1343,42.99,74
1344,32.99,73
1345,120,75
1346,83.98,67
1347,71.99,84
1348,53,80
1349,78.95,72
1350,104.95,41
1351,104.95,39
1352,104.95,73
1353,104.95,55
1354,104.95,50
1355,104.95,69
1356,104.95,68
1357,104.95,82
1358,220,45
1359,187.99,57
1360,149,72
1361,24.99,42
1362,79.95,44
1363,13.99,61
1364,189,55
1365,50,48
1366,15.99,37
1367,169,78
1368,74.99,33
1369,58.99,35
1370,19.99,65
1371,18.99,65
1372,22.99,55
1373,22.99,41
1374,22,85
1375,10.19,49
1376,35.99,47
1377,32.99,39
1378,32.99,60
1379,32.99,69
1380,34.99,78
1381,34.99,63
1382,32.29,57
1383,32.29,41
1384,32.29,60
1385,32.29,59
1386,32.29,62
1387,24,46
1388,16.95,51
1389,16.95,63
1390,14.77,66
1391,106.54,66
1392,20,43
1393,9.99,87
1394,4.99,57
1395,110,74
1396,109.95,42
1397,55.99,44
1398,89,39
1399,79,55
1400,50.99,75
1401,78,55
1402,99,44
1403,5.99,83
1404,140,71
1405,37.99,46
1406,99,66
1407,31.99,77
1408,231,40
1409,209.99,71
1410,209.99,66
1411,94.99,51
1412,80.74,63
1413,39.99,44
1414,19.44,86
1415,65.99,85
1416,110.95,61
1417,53.96,67
1418,115,48
1419,86.99,46
1420,78.99,36
1421,228,77
1422,59,54
1423,23.99,82
1424,23.99,70
1425,25,56
1426,1.99,53
1427,386.99,50
1428,278.95,71
1429,225.37,64
1430,219.06,57
1431,213.89,74
1432,213.39,46
1433,210.64,44
1434,207.85,36
1435,206.47,43
1436,205.67,33
1437,50,46
1438,27.99,31
1439,43.86,71
1440,154.22,67
1441,795,74
1442,795,50
1443,795,68
1444,795,53
1445,795,41
1446,795,62
1447,795,69
1448,795,53
1449,795,79
1450,795,35
1451,795,63
1452,795,59
1453,795,71
1454,795,63
1455,55,37
1456,34.99,64
1457,35,41
1458,57.77,86
1459,98.13,46
1460,79,61
1461,24.99,83
1462,98.13,56
1463,52.99,48
1464,63.97,42
1465,258,65
1466,41.98,43
1467,34,59
1468,4.99,70
1469,0.99,81
1470,69.99,59
1471,36.99,54
1472,125,47
1473,107.99,54
1474,91.62,55
1475,63.95,65
1476,19.52,52
1477,18.51,41
1478,16.46,63
1479,70,59
1480,35.98,63
1481,23.99,44
1482,11.99,49
1483,8.99,55
1484,59.95,50
1485,22.97,69
1486,21,56
1487,20.99,44
1488,650,36
1489,650,60
1490,650,49
1491,650,51
1492,650,81
1493,650,44
1494,650,86
1495,650,52
1496,650,43
1497,650,46
1498,650,36
1499,650,58
1500,650,57
1501,650,73
1502,70,47
1503,69.95,75
1504,33.99,84
1505,31.99,77
1506,25.99,59
1507,71.99,75
1508,71.99,55
1509,67.04,66
1510,67.04,51
1511,64.79,39
1512,64.79,38
1513,64.79,48
1514,75,80
1515,59.99,66
1516,129,77
1517,72,44
1518,153.9,45
1519,53,53
1520,895,75
1521,196.29,67
1522,130,72
1523,43.99,56
1524,20.96,32
1525,69.95,84
1526,69.95,53
1527,55.96,70
1528,55.96,32
1529,55.96,76
1530,55.96,40
1531,55.96,35
1532,55.96,50
1533,55.96,73
1534,55.96,51
1535,55.96,49
1536,55.96,63
1537,55.96,58
1538,55.96,58
1539,55.96,73
1540,55.96,49
1541,55.96,42
1542,55.96,38
1543,55.96,63
1544,55.96,62
1545,55.96,35
1546,55.96,58
1547,55.96,45
1548,55.96,75
1549,55.96,71
1550,55.96,55
1551,55.96,61
1552,55.96,48
1553,55.96,40
1554,79.98,70
1555,39.98,49
1556,59.99,59
1557,59.99,42
1558,59.99,52
1559,58.99,47
1560,58.99,69
1561,58.99,45
1562,53.09,50
1563,54.99,87
1564,34.99,77
1565,92.96,58
1566,28.99,84
1567,59.22,59
1568,54.99,50
1569,53.33,68
1570,69.98,79
1571,35.98,54
1572,70,50
1573,26.98,76
1574,17.99,55
1575,15.99,76
1576,89,76
1577,12.99,76
1578,97.95,67
1579,29,49
1580,17.99,37
1581,133,56
1582,14.99,66
1583,324.9,59
1584,675,64
1585,70,60
1586,42.99,71
1587,75,75
1588,50.59,55
1589,29.99,66
1590,19.5,57
1591,26,63
1592,16.95,65
1593,182.26,53
1594,150,64
1595,106.81,49
1596,63,63
1597,61.6,46
1598,58.41,71
1599,56.59,51
1600,56.3,74
1601,53.49,77
1602,48.69,67
1603,48.49,61
1604,45.7,52
1605,40.66,47
1606,50,69
1607,35,47
1608,46.99,44
1609,23.14,81
1610,29.84,43
1611,64.95,57
1612,64.95,79
1613,55.21,58
1614,51.96,75
1615,51.96,67
1616,51.96,44
1617,51.96,35
1618,51.96,50
1619,51.96,71
1620,51.96,37
1621,51.96,57
1622,51.96,37
1623,38,79
1624,34.5,61
1625,60,70
1626,195,50
1627,89.99,82
1628,70,76
1629,42.98,59
1630,69.99,43
1631,35.99,57
1632,148,60
1633,43.11,61
1634,185,78
1635,25.98,64
1636,18.99,49
1637,15.99,60
1638,129.95,80
1639,100,72
1640,11.99,71
1641,30.19,45
1642,24.99,61
1643,24.99,63
1644,109,71
1645,26.25,48
1646,230,79
1647,178.95,46
1648,390,34
1649,145.99,53
1650,78.95,61
1651,26,82
1652,0.99,50
1653,79,35
1654,70.95,42
1655,16.99,72
1656,81,40
1657,60,58
1658,40.99,63
1659,23.99,70
1660,22.99,46
1661,75,42
1662,29.99,38
1663,60,39
1664,18.99,81
1665,79.99,79
1666,79.99,60
1667,62.05,43
1668,250,68
1669,19.99,70
1670,99.88,53
1671,174.95,73
1672,49,37
1673,15.98,85
1674,8.99,68
1675,5.99,45
1676,4.99,82
1677,61.97,41
1678,27.36,70
1679,59.95,48
1680,86.92,32
1681,72.43,63
1682,34.99,49
1683,33.99,48
1684,31.99,49
1685,27.19,45
1686,42.99,47
1687,89,55
1688,42.99,42
1689,34.99,61
1690,32.39,83
1691,32.39,71
1692,31.99,44
1693,29.99,50
1694,28.39,52
1695,28.39,69
1696,27.99,57
1697,27.99,59
1698,27.99,34
1699,27.99,37
1700,27.99,77
1701,27.99,42
1702,25.59,71
1703,s,66
1704,46.99,57
1705,46.03,66
1706,41.69,35
1707,41.68,68
1708,41.67,71
1709,41.65,73
1710,156.22,63
1711,55.88,65
1712,98.13,56
1713,80,63
1714,31.99,46
1715,86,82
1716,59.99,68
1717,139,72
1718,75.99,35
1719,90,61
1720,46.99,39
1721,42.99,51
1722,60,68
1723,9.87,58
1724,106.54,39
1725,215.5,43
1726,154.5,66
1727,152.5,52
1728,140.5,65
1729,80,49
1730,78.39,61
1731,40,53
1732,39.98,39
1733,29.99,80
1734,210,52
1735,178.95,39
1736,140,49
1737,67.99,76
1738,39.99,79
1739,26,64
1740,74,62
1741,9.99,43
1742,69.9,85
1743,21,52
1744,50.19,70
1745,37.08,59
1746,46.45,72
1747,110,64
1748,49.99,36
1749,88,61
1750,51.95,43
1751,57,57
1752,550,52
1753,550,32
1754,550,43
1755,550,34
1756,550,76
1757,550,74
1758,550,53
1759,550,39
1760,550,45
1761,550,69
1762,550,41
